Trial,Location,Lat,Lon,Year,rep,col,row,geno,yield
KA08,Katanning,-33.69,117.56,2008,1,4,25,g088,2.547
KA08,Katanning,-33.69,117.56,2008,2,9,20,g088,1.76
KA08,Katanning,-33.69,117.56,2008,1,6,12,g154,1.959
KA08,Katanning,-33.69,117.56,2008,2,9,29,g154,1.183
KA08,Katanning,-33.69,117.56,2008,1,6,22,g053,2.677
KA08,Katanning,-33.69,117.56,2008,2,9,14,g053,2.031
KA08,Katanning,-33.69,117.56,2008,1,4,15,g019,1.929
KA08,Katanning,-33.69,117.56,2008,2,10,24,g019,1.906
KA08,Katanning,-33.69,117.56,2008,2,11,7,g149,1.843
KA08,Katanning,-33.69,117.56,2008,1,2,23,g149,1.723
KA08,Katanning,-33.69,117.56,2008,1,5,15,g038,3.179
KA08,Katanning,-33.69,117.56,2008,2,10,26,g038,2.789
KA08,Katanning,-33.69,117.56,2008,1,2,16,g132,1.772
KA08,Katanning,-33.69,117.56,2008,2,7,8,g132,2.468
KA08,Katanning,-33.69,117.56,2008,2,7,18,g103,2.279
KA08,Katanning,-33.69,117.56,2008,1,1,5,g103,1.627
KA08,Katanning,-33.69,117.56,2008,1,3,10,g118,2.036
KA08,Katanning,-33.69,117.56,2008,2,9,21,g118,1.955
KA08,Katanning,-33.69,117.56,2008,2,11,12,g081,2.875
KA08,Katanning,-33.69,117.56,2008,1,2,2,g081,1.927
KA08,Katanning,-33.69,117.56,2008,1,5,26,g027,2.621
KA08,Katanning,-33.69,117.56,2008,2,9,19,g027,1.82
KA08,Katanning,-33.69,117.56,2008,2,9,27,g152,2.539
KA08,Katanning,-33.69,117.56,2008,1,1,3,g152,1.403
KA08,Katanning,-33.69,117.56,2008,2,9,28,g070,2.221
KA08,Katanning,-33.69,117.56,2008,1,2,18,g070,1.125
KA08,Katanning,-33.69,117.56,2008,2,9,26,g057,2.739
KA08,Katanning,-33.69,117.56,2008,1,5,4,g057,1.615
KA08,Katanning,-33.69,117.56,2008,2,7,21,g097,2.709
KA08,Katanning,-33.69,117.56,2008,1,6,24,g097,2.899
KA08,Katanning,-33.69,117.56,2008,2,11,11,g116,2.512
KA08,Katanning,-33.69,117.56,2008,1,3,21,g116,1.429
KA08,Katanning,-33.69,117.56,2008,2,10,13,g106,1.076
KA08,Katanning,-33.69,117.56,2008,1,2,29,g106,0.906
KA08,Katanning,-33.69,117.56,2008,2,11,21,g087,1.297
KA08,Katanning,-33.69,117.56,2008,1,5,7,g087,1.652
KA08,Katanning,-33.69,117.56,2008,1,6,14,g034,1.755
KA08,Katanning,-33.69,117.56,2008,2,12,20,g034,1.241
KA08,Katanning,-33.69,117.56,2008,2,8,19,g069,1.891
KA08,Katanning,-33.69,117.56,2008,1,6,8,g069,2.353
KA08,Katanning,-33.69,117.56,2008,2,7,6,g078,2.208
KA08,Katanning,-33.69,117.56,2008,1,6,7,g078,1.339
KA08,Katanning,-33.69,117.56,2008,1,6,26,g029,2.404
KA08,Katanning,-33.69,117.56,2008,2,7,1,g029,2.028
KA08,Katanning,-33.69,117.56,2008,2,11,4,g018,2.219
KA08,Katanning,-33.69,117.56,2008,1,5,6,g018,2.02
KA08,Katanning,-33.69,117.56,2008,2,12,14,g091,1.089
KA08,Katanning,-33.69,117.56,2008,1,4,3,g091,1.637
KA08,Katanning,-33.69,117.56,2008,2,8,3,g155,3.336
KA08,Katanning,-33.69,117.56,2008,1,4,29,g155,1.759
KA08,Katanning,-33.69,117.56,2008,1,4,6,g022,2.44
KA08,Katanning,-33.69,117.56,2008,2,9,5,g022,2.628
KA08,Katanning,-33.69,117.56,2008,1,6,27,g156,2.557
KA08,Katanning,-33.69,117.56,2008,2,11,8,g156,1.981
KA08,Katanning,-33.69,117.56,2008,2,10,15,g140,0.947
KA08,Katanning,-33.69,117.56,2008,1,1,16,g140,0.929
KA08,Katanning,-33.69,117.56,2008,1,3,14,g137,1.456
KA08,Katanning,-33.69,117.56,2008,2,10,20,g137,1.271
KA08,Katanning,-33.69,117.56,2008,2,9,9,g025,2.033
KA08,Katanning,-33.69,117.56,2008,1,5,3,g025,1.825
KA08,Katanning,-33.69,117.56,2008,1,6,18,g093,2.023
KA08,Katanning,-33.69,117.56,2008,2,8,2,g093,3.16
KA08,Katanning,-33.69,117.56,2008,2,7,25,g005,3.765
KA08,Katanning,-33.69,117.56,2008,1,6,5,g005,3.245
KA08,Katanning,-33.69,117.56,2008,1,2,26,g052,3.664
KA08,Katanning,-33.69,117.56,2008,2,10,11,g052,2.136
KA08,Katanning,-33.69,117.56,2008,1,6,23,g157,2.265
KA08,Katanning,-33.69,117.56,2008,2,12,22,g157,1.231
KA08,Katanning,-33.69,117.56,2008,2,9,6,g055,2.987
KA08,Katanning,-33.69,117.56,2008,1,1,2,g055,1.549
KA08,Katanning,-33.69,117.56,2008,1,5,9,g158,2.025
KA08,Katanning,-33.69,117.56,2008,2,9,8,g158,1.896
KA08,Katanning,-33.69,117.56,2008,2,7,23,g084,1.959
KA08,Katanning,-33.69,117.56,2008,1,1,14,g084,0.743
KA08,Katanning,-33.69,117.56,2008,1,1,28,g126,2.236
KA08,Katanning,-33.69,117.56,2008,2,11,3,g126,1.775
KA08,Katanning,-33.69,117.56,2008,2,8,5,g074,2.864
KA08,Katanning,-33.69,117.56,2008,1,3,28,g074,3.029
KA08,Katanning,-33.69,117.56,2008,1,4,10,g060,2.217
KA08,Katanning,-33.69,117.56,2008,2,12,24,g060,1.856
KA08,Katanning,-33.69,117.56,2008,1,3,23,g127,1.565
KA08,Katanning,-33.69,117.56,2008,2,7,12,g127,2.84
KA08,Katanning,-33.69,117.56,2008,2,7,9,g015,2.872
KA08,Katanning,-33.69,117.56,2008,1,2,4,g015,1.016
KA08,Katanning,-33.69,117.56,2008,1,4,13,g153,1.648
KA08,Katanning,-33.69,117.56,2008,2,12,26,g153,1.492
KA08,Katanning,-33.69,117.56,2008,1,5,8,g001,2.273
KA08,Katanning,-33.69,117.56,2008,2,11,2,g001,2.215
KA08,Katanning,-33.69,117.56,2008,1,3,9,g090,2.249
KA08,Katanning,-33.69,117.56,2008,2,12,7,g090,2.119
KA08,Katanning,-33.69,117.56,2008,2,8,10,g010,3.125
KA08,Katanning,-33.69,117.56,2008,1,3,2,g010,1.887
KA08,Katanning,-33.69,117.56,2008,2,11,19,g104,1.58
KA08,Katanning,-33.69,117.56,2008,1,2,17,g104,1.443
KA08,Katanning,-33.69,117.56,2008,1,6,11,g112,2.768
KA08,Katanning,-33.69,117.56,2008,2,12,6,g112,2.215
KA08,Katanning,-33.69,117.56,2008,2,9,22,g023,2.243
KA08,Katanning,-33.69,117.56,2008,1,3,1,g023,1.267
KA08,Katanning,-33.69,117.56,2008,2,8,15,g056,2.744
KA08,Katanning,-33.69,117.56,2008,1,4,22,g056,2.26
KA08,Katanning,-33.69,117.56,2008,1,3,11,g031,1.524
KA08,Katanning,-33.69,117.56,2008,2,12,16,g031,1.831
KA08,Katanning,-33.69,117.56,2008,2,10,7,g083,1.895
KA08,Katanning,-33.69,117.56,2008,1,1,6,g083,1.36
KA08,Katanning,-33.69,117.56,2008,2,8,21,g107,2.057
KA08,Katanning,-33.69,117.56,2008,1,2,7,g107,1.523
KA08,Katanning,-33.69,117.56,2008,2,9,12,g151,2.103
KA08,Katanning,-33.69,117.56,2008,1,3,18,g151,1.174
KA08,Katanning,-33.69,117.56,2008,2,12,8,g133,1.945
KA08,Katanning,-33.69,117.56,2008,1,1,15,g133,1.009
KA08,Katanning,-33.69,117.56,2008,2,10,10,g143,1.52
KA08,Katanning,-33.69,117.56,2008,1,1,1,g143,0.498
KA08,Katanning,-33.69,117.56,2008,2,7,3,g073,3.528
KA08,Katanning,-33.69,117.56,2008,1,4,17,g073,2.517
KA08,Katanning,-33.69,117.56,2008,1,1,27,g109,2.021
KA08,Katanning,-33.69,117.56,2008,2,10,25,g109,1.957
KA08,Katanning,-33.69,117.56,2008,2,7,13,g111,2.912
KA08,Katanning,-33.69,117.56,2008,1,3,19,g111,1.417
KA08,Katanning,-33.69,117.56,2008,2,10,9,g076,2.351
KA08,Katanning,-33.69,117.56,2008,1,1,17,g076,1.227
KA08,Katanning,-33.69,117.56,2008,2,10,28,g098,2.091
KA08,Katanning,-33.69,117.56,2008,1,6,6,g098,2.795
KA08,Katanning,-33.69,117.56,2008,2,9,17,g061,0.362
KA08,Katanning,-33.69,117.56,2008,1,1,7,g061,0.585
KA08,Katanning,-33.69,117.56,2008,2,8,14,g130,1.947
KA08,Katanning,-33.69,117.56,2008,1,1,12,g130,1.05
KA08,Katanning,-33.69,117.56,2008,1,3,29,g146,2.265
KA08,Katanning,-33.69,117.56,2008,2,11,25,g146,1.194
KA08,Katanning,-33.69,117.56,2008,2,10,14,g117,1.167
KA08,Katanning,-33.69,117.56,2008,1,5,2,g117,2.049
KA08,Katanning,-33.69,117.56,2008,1,5,13,g012,1.549
KA08,Katanning,-33.69,117.56,2008,2,8,25,g012,1.904
KA08,Katanning,-33.69,117.56,2008,1,2,25,g134,3.624
KA08,Katanning,-33.69,117.56,2008,2,10,27,g134,2.709
KA08,Katanning,-33.69,117.56,2008,2,12,21,g115,1.286
KA08,Katanning,-33.69,117.56,2008,1,3,17,g115,1.146
KA08,Katanning,-33.69,117.56,2008,2,8,29,g110,0.526
KA08,Katanning,-33.69,117.56,2008,2,11,27,g110,1.648
KA08,Katanning,-33.69,117.56,2008,2,10,12,g014,1.871
KA08,Katanning,-33.69,117.56,2008,1,3,12,g014,1.488
KA08,Katanning,-33.69,117.56,2008,2,8,23,g024,2.792
KA08,Katanning,-33.69,117.56,2008,1,6,28,g024,2.495
KA08,Katanning,-33.69,117.56,2008,2,12,13,g017,1.375
KA08,Katanning,-33.69,117.56,2008,1,2,24,g017,2.757
KA08,Katanning,-33.69,117.56,2008,1,4,26,g071,2.6
KA08,Katanning,-33.69,117.56,2008,2,9,16,g071,1.385
KA08,Katanning,-33.69,117.56,2008,1,1,25,g094,1.879
KA08,Katanning,-33.69,117.56,2008,2,12,1,g094,0.928
KA08,Katanning,-33.69,117.56,2008,2,8,4,g121,2.625
KA08,Katanning,-33.69,117.56,2008,1,4,24,g121,2.604
KA08,Katanning,-33.69,117.56,2008,1,5,12,g119,2.312
KA08,Katanning,-33.69,117.56,2008,2,12,5,g119,1.799
KA08,Katanning,-33.69,117.56,2008,1,6,15,g013,2.405
KA08,Katanning,-33.69,117.56,2008,2,12,4,g013,1.679
KA08,Katanning,-33.69,117.56,2008,2,10,17,g144,0.778
KA08,Katanning,-33.69,117.56,2008,1,3,4,g144,1.122
KA08,Katanning,-33.69,117.56,2008,2,8,8,g105,3.232
KA08,Katanning,-33.69,117.56,2008,1,1,26,g105,2.485
KA08,Katanning,-33.69,117.56,2008,1,4,28,g040,2.636
KA08,Katanning,-33.69,117.56,2008,2,11,20,g040,1.919
KA08,Katanning,-33.69,117.56,2008,1,4,18,g131,1.849
KA08,Katanning,-33.69,117.56,2008,2,12,18,g131,1.13
KA08,Katanning,-33.69,117.56,2008,1,5,10,g124,2.8
KA08,Katanning,-33.69,117.56,2008,2,10,4,g124,2.079
KA08,Katanning,-33.69,117.56,2008,2,7,26,g089,3.048
KA08,Katanning,-33.69,117.56,2008,1,1,24,g089,2.763
KA08,Katanning,-33.69,117.56,2008,1,5,11,g128,2.615
KA08,Katanning,-33.69,117.56,2008,2,12,3,g128,1.851
KA08,Katanning,-33.69,117.56,2008,2,7,22,g041,2.536
KA08,Katanning,-33.69,117.56,2008,1,4,21,g041,2.44
KA08,Katanning,-33.69,117.56,2008,1,6,19,g125,1.949
KA08,Katanning,-33.69,117.56,2008,2,7,2,g125,2.939
KA08,Katanning,-33.69,117.56,2008,1,3,15,g002,1.287
KA08,Katanning,-33.69,117.56,2008,2,8,16,g002,2.917
KA08,Katanning,-33.69,117.56,2008,1,4,7,g063,1.981
KA08,Katanning,-33.69,117.56,2008,2,11,16,g063,1.903
KA08,Katanning,-33.69,117.56,2008,2,9,2,g054,2.885
KA08,Katanning,-33.69,117.56,2008,1,1,4,g054,1.063
KA08,Katanning,-33.69,117.56,2008,2,7,15,g079,3.104
KA08,Katanning,-33.69,117.56,2008,1,2,14,g079,1.664
KA08,Katanning,-33.69,117.56,2008,2,12,23,g135,1.555
KA08,Katanning,-33.69,117.56,2008,1,3,13,g135,1.263
KA08,Katanning,-33.69,117.56,2008,2,8,1,g141,2.477
KA08,Katanning,-33.69,117.56,2008,1,2,28,g141,1.945
KA08,Katanning,-33.69,117.56,2008,2,10,2,g035,2.013
KA08,Katanning,-33.69,117.56,2008,1,2,3,g035,1.508
KA08,Katanning,-33.69,117.56,2008,1,3,8,g096,2.053
KA08,Katanning,-33.69,117.56,2008,2,11,28,g096,1.106
KA08,Katanning,-33.69,117.56,2008,1,6,16,g160,2.636
KA08,Katanning,-33.69,117.56,2008,2,9,4,g160,2.041
KA08,Katanning,-33.69,117.56,2008,1,6,17,g011,2.672
KA08,Katanning,-33.69,117.56,2008,2,9,11,g011,2.585
KA08,Katanning,-33.69,117.56,2008,2,11,6,g138,2.184
KA08,Katanning,-33.69,117.56,2008,1,1,20,g138,1.38
KA08,Katanning,-33.69,117.56,2008,1,4,23,g161,2.768
KA08,Katanning,-33.69,117.56,2008,2,7,4,g161,2.652
KA08,Katanning,-33.69,117.56,2008,2,9,25,g085,3.061
KA08,Katanning,-33.69,117.56,2008,1,3,27,g085,1.655
KA08,Katanning,-33.69,117.56,2008,1,3,7,g039,1.377
KA08,Katanning,-33.69,117.56,2008,2,8,20,g039,1.332
KA08,Katanning,-33.69,117.56,2008,1,4,20,g075,1.691
KA08,Katanning,-33.69,117.56,2008,2,12,27,g075,1.159
KA08,Katanning,-33.69,117.56,2008,1,5,20,g162,1.953
KA08,Katanning,-33.69,117.56,2008,2,12,19,g162,0.993
KA08,Katanning,-33.69,117.56,2008,2,10,3,g114,1.715
KA08,Katanning,-33.69,117.56,2008,1,6,29,g114,1.42
KA08,Katanning,-33.69,117.56,2008,2,10,21,g122,1.351
KA08,Katanning,-33.69,117.56,2008,1,1,19,g122,1.476
KA08,Katanning,-33.69,117.56,2008,2,7,17,g129,2.603
KA08,Katanning,-33.69,117.56,2008,1,1,18,g129,0.916
KA08,Katanning,-33.69,117.56,2008,1,5,25,g102,2.269
KA08,Katanning,-33.69,117.56,2008,2,9,7,g102,1.88
KA08,Katanning,-33.69,117.56,2008,2,9,23,g051,2.349
KA08,Katanning,-33.69,117.56,2008,1,5,28,g051,2.268
KA08,Katanning,-33.69,117.56,2008,2,12,25,g148,1.737
KA08,Katanning,-33.69,117.56,2008,1,3,3,g148,1.082
KA08,Katanning,-33.69,117.56,2008,1,6,21,g095,1.867
KA08,Katanning,-33.69,117.56,2008,2,9,13,g095,1.154
KA08,Katanning,-33.69,117.56,2008,1,4,12,g113,2.015
KA08,Katanning,-33.69,117.56,2008,2,8,27,g113,1.327
KA08,Katanning,-33.69,117.56,2008,1,5,16,g044,2.308
KA08,Katanning,-33.69,117.56,2008,2,7,11,g044,2.479
KA08,Katanning,-33.69,117.56,2008,1,6,13,g163,1.751
KA08,Katanning,-33.69,117.56,2008,2,11,5,g163,2.44
KA08,Katanning,-33.69,117.56,2008,2,10,16,g037,0.697
KA08,Katanning,-33.69,117.56,2008,1,1,10,g037,1.353
KA08,Katanning,-33.69,117.56,2008,1,6,25,g016,2.607
KA08,Katanning,-33.69,117.56,2008,1,2,21,g016,2.299
KA08,Katanning,-33.69,117.56,2008,2,8,9,g016,2.612
KA08,Katanning,-33.69,117.56,2008,2,11,24,g016,1.196
KA08,Katanning,-33.69,117.56,2008,1,5,23,g092,3.075
KA08,Katanning,-33.69,117.56,2008,2,8,13,g092,2.373
KA08,Katanning,-33.69,117.56,2008,1,2,12,g086,1.5
KA08,Katanning,-33.69,117.56,2008,2,10,29,g086,1.083
KA08,Katanning,-33.69,117.56,2008,2,7,14,g009,3.301
KA08,Katanning,-33.69,117.56,2008,1,5,29,g009,2.228
KA08,Katanning,-33.69,117.56,2008,2,7,20,g021,2.209
KA08,Katanning,-33.69,117.56,2008,1,4,16,g021,1.875
KA08,Katanning,-33.69,117.56,2008,1,3,20,g139,1.21
KA08,Katanning,-33.69,117.56,2008,2,12,9,g139,2.213
KA08,Katanning,-33.69,117.56,2008,1,3,24,g058,1.927
KA08,Katanning,-33.69,117.56,2008,2,7,5,g058,3.093
KA08,Katanning,-33.69,117.56,2008,2,10,18,g043,0.73
KA08,Katanning,-33.69,117.56,2008,1,2,1,g043,1.256
KA08,Katanning,-33.69,117.56,2008,2,7,19,g030,2.471
KA08,Katanning,-33.69,117.56,2008,1,3,22,g030,1.876
KA08,Katanning,-33.69,117.56,2008,1,4,19,g066,1.905
KA08,Katanning,-33.69,117.56,2008,2,9,24,g066,2.549
KA08,Katanning,-33.69,117.56,2008,2,7,10,g049,2.361
KA08,Katanning,-33.69,117.56,2008,1,6,1,g049,1.371
KA08,Katanning,-33.69,117.56,2008,2,7,27,g036,2.236
KA08,Katanning,-33.69,117.56,2008,1,3,16,g036,1.733
KA08,Katanning,-33.69,117.56,2008,1,1,29,g032,1.217
KA08,Katanning,-33.69,117.56,2008,2,8,12,g032,2.543
KA08,Katanning,-33.69,117.56,2008,1,5,27,g068,2.365
KA08,Katanning,-33.69,117.56,2008,2,12,28,g068,1.607
KA08,Katanning,-33.69,117.56,2008,1,4,4,g048,1.285
KA08,Katanning,-33.69,117.56,2008,2,8,6,g048,2.468
KA08,Katanning,-33.69,117.56,2008,1,5,18,g150,1.855
KA08,Katanning,-33.69,117.56,2008,2,11,9,g150,2.297
KA08,Katanning,-33.69,117.56,2008,1,4,11,g067,1.953
KA08,Katanning,-33.69,117.56,2008,2,10,5,g067,2.325
KA08,Katanning,-33.69,117.56,2008,1,2,20,g059,1.326
KA08,Katanning,-33.69,117.56,2008,2,12,17,g059,1.185
KA08,Katanning,-33.69,117.56,2008,2,11,22,g046,1.289
KA08,Katanning,-33.69,117.56,2008,1,2,6,g046,1.756
KA08,Katanning,-33.69,117.56,2008,2,9,15,g003,1.644
KA08,Katanning,-33.69,117.56,2008,1,1,23,g003,1
KA08,Katanning,-33.69,117.56,2008,1,5,14,g123,2.633
KA08,Katanning,-33.69,117.56,2008,2,11,17,g123,1.716
KA08,Katanning,-33.69,117.56,2008,1,2,15,g006,1.839
KA08,Katanning,-33.69,117.56,2008,2,7,7,g006,2.559
KA08,Katanning,-33.69,117.56,2008,2,12,10,g006,2.369
KA08,Katanning,-33.69,117.56,2008,1,1,13,g006,0.69
KA08,Katanning,-33.69,117.56,2008,2,8,28,g082,0.615
KA08,Katanning,-33.69,117.56,2008,1,4,2,g082,2.024
KA08,Katanning,-33.69,117.56,2008,2,10,6,g108,2.591
KA08,Katanning,-33.69,117.56,2008,1,6,3,g108,2.457
KA08,Katanning,-33.69,117.56,2008,1,6,10,g047,2.68
KA08,Katanning,-33.69,117.56,2008,2,8,18,g047,1.321
KA08,Katanning,-33.69,117.56,2008,1,2,5,g164,1.556
KA08,Katanning,-33.69,117.56,2008,2,8,26,g164,1.527
MDL08,Merredin,-31.48,118.28,2008,1,1,16,g165,2.069
MDL08,Merredin,-31.48,118.28,2008,2,8,4,g165,1.6
MDL08,Merredin,-31.48,118.28,2008,1,5,23,g026,1.416
MDL08,Merredin,-31.48,118.28,2008,2,7,11,g026,1.383
MDL08,Merredin,-31.48,118.28,2008,2,8,20,g145,0.982
MDL08,Merredin,-31.48,118.28,2008,1,4,20,g145,1.756
MDL08,Merredin,-31.48,118.28,2008,2,8,26,g101,0.944
MDL08,Merredin,-31.48,118.28,2008,1,3,18,g101,1.487
MDL08,Merredin,-31.48,118.28,2008,2,8,5,g072,1.348
MDL08,Merredin,-31.48,118.28,2008,2,10,29,g065,0.997
MDL08,Merredin,-31.48,118.28,2008,1,2,18,g065,1.405
MDL08,Merredin,-31.48,118.28,2008,1,4,4,g136,1.302
MDL08,Merredin,-31.48,118.28,2008,2,9,9,g136,1.178
MDL08,Merredin,-31.48,118.28,2008,2,11,17,g007,1.868
MDL08,Merredin,-31.48,118.28,2008,1,1,8,g007,1.8
MDL08,Merredin,-31.48,118.28,2008,1,2,21,g028,1.565
MDL08,Merredin,-31.48,118.28,2008,2,10,9,g028,1.461
MDL08,Merredin,-31.48,118.28,2008,2,9,21,g080,1.217
MDL08,Merredin,-31.48,118.28,2008,1,2,15,g080,1.445
MDL08,Merredin,-31.48,118.28,2008,2,11,21,g045,1.335
MDL08,Merredin,-31.48,118.28,2008,1,3,9,g045,1.793
MDL08,Merredin,-31.48,118.28,2008,1,4,15,g050,1.536
MDL08,Merredin,-31.48,118.28,2008,2,9,5,g050,1.202
MDL08,Merredin,-31.48,118.28,2008,2,8,7,g008,1.207
MDL08,Merredin,-31.48,118.28,2008,1,1,3,g008,1.851
MDL08,Merredin,-31.48,118.28,2008,2,11,28,g147,1.547
MDL08,Merredin,-31.48,118.28,2008,1,4,12,g147,1.608
MDL08,Merredin,-31.48,118.28,2008,1,6,13,g147,1.122
MDL08,Merredin,-31.48,118.28,2008,2,12,9,g147,1.603
MDL08,Merredin,-31.48,118.28,2008,1,6,5,g077,1.267
MDL08,Merredin,-31.48,118.28,2008,2,12,20,g077,1.396
MDL08,Merredin,-31.48,118.28,2008,2,8,21,g064,0.434
MDL08,Merredin,-31.48,118.28,2008,1,1,11,g064,2.103
MDL08,Merredin,-31.48,118.28,2008,2,9,24,g033,1.175
MDL08,Merredin,-31.48,118.28,2008,1,1,22,g033,1.859
MDL08,Merredin,-31.48,118.28,2008,2,10,24,g042,1.557
MDL08,Merredin,-31.48,118.28,2008,1,5,11,g042,1.683
MDL08,Merredin,-31.48,118.28,2008,2,7,17,g062,0.814
MDL08,Merredin,-31.48,118.28,2008,1,6,14,g062,1.118
MDL08,Merredin,-31.48,118.28,2008,1,5,12,g099,1.727
MDL08,Merredin,-31.48,118.28,2008,2,12,6,g099,1.579
MDL08,Merredin,-31.48,118.28,2008,2,9,4,g088,1.623
MDL08,Merredin,-31.48,118.28,2008,2,10,23,g154,0.868
MDL08,Merredin,-31.48,118.28,2008,1,4,18,g154,1.311
MDL08,Merredin,-31.48,118.28,2008,1,2,23,g053,1.985
MDL08,Merredin,-31.48,118.28,2008,2,12,5,g053,1.609
MDL08,Merredin,-31.48,118.28,2008,1,5,16,g019,1.556
MDL08,Merredin,-31.48,118.28,2008,2,8,15,g019,1.126
MDL08,Merredin,-31.48,118.28,2008,2,7,7,g149,1.321
MDL08,Merredin,-31.48,118.28,2008,1,5,27,g149,1.211
MDL08,Merredin,-31.48,118.28,2008,1,4,24,g038,1.281
MDL08,Merredin,-31.48,118.28,2008,2,9,14,g038,0.353
MDL08,Merredin,-31.48,118.28,2008,2,7,27,g132,1.195
MDL08,Merredin,-31.48,118.28,2008,1,3,14,g132,1.601
MDL08,Merredin,-31.48,118.28,2008,2,10,17,g103,1.347
MDL08,Merredin,-31.48,118.28,2008,1,5,10,g103,1.668
MDL08,Merredin,-31.48,118.28,2008,1,1,25,g118,2.089
MDL08,Merredin,-31.48,118.28,2008,2,9,3,g118,1.479
MDL08,Merredin,-31.48,118.28,2008,2,9,20,g081,1.433
MDL08,Merredin,-31.48,118.28,2008,1,5,28,g081,1.673
MDL08,Merredin,-31.48,118.28,2008,2,11,29,g027,1.087
MDL08,Merredin,-31.48,118.28,2008,1,2,5,g027,1.485
MDL08,Merredin,-31.48,118.28,2008,1,6,21,g152,1.245
MDL08,Merredin,-31.48,118.28,2008,2,11,8,g152,1.628
MDL08,Merredin,-31.48,118.28,2008,2,8,17,g070,0.795
MDL08,Merredin,-31.48,118.28,2008,1,1,7,g070,1.803
MDL08,Merredin,-31.48,118.28,2008,1,4,16,g057,1.584
MDL08,Merredin,-31.48,118.28,2008,2,8,12,g057,1.439
MDL08,Merredin,-31.48,118.28,2008,1,3,12,g097,1.913
MDL08,Merredin,-31.48,118.28,2008,2,8,13,g097,1.428
MDL08,Merredin,-31.48,118.28,2008,1,6,11,g116,1.06
MDL08,Merredin,-31.48,118.28,2008,2,9,12,g116,1.021
MDL08,Merredin,-31.48,118.28,2008,2,7,20,g106,1.585
MDL08,Merredin,-31.48,118.28,2008,1,1,2,g106,2.037
MDL08,Merredin,-31.48,118.28,2008,2,7,19,g087,1.069
MDL08,Merredin,-31.48,118.28,2008,1,3,3,g087,1.652
MDL08,Merredin,-31.48,118.28,2008,2,10,16,g034,1.291
MDL08,Merredin,-31.48,118.28,2008,1,6,6,g034,1.559
MDL08,Merredin,-31.48,118.28,2008,2,8,24,g069,0.981
MDL08,Merredin,-31.48,118.28,2008,1,3,21,g069,1.784
MDL08,Merredin,-31.48,118.28,2008,2,9,28,g078,1.286
MDL08,Merredin,-31.48,118.28,2008,1,4,9,g078,1.228
MDL08,Merredin,-31.48,118.28,2008,1,6,27,g029,1.381
MDL08,Merredin,-31.48,118.28,2008,2,11,13,g029,1.29
MDL08,Merredin,-31.48,118.28,2008,1,4,2,g018,1.807
MDL08,Merredin,-31.48,118.28,2008,2,11,14,g018,1.697
MDL08,Merredin,-31.48,118.28,2008,2,8,22,g091,0.757
MDL08,Merredin,-31.48,118.28,2008,1,3,15,g091,1.945
MDL08,Merredin,-31.48,118.28,2008,2,10,22,g155,1.384
MDL08,Merredin,-31.48,118.28,2008,1,5,17,g155,1.444
MDL08,Merredin,-31.48,118.28,2008,1,4,25,g022,2.073
MDL08,Merredin,-31.48,118.28,2008,2,7,15,g022,1.493
MDL08,Merredin,-31.48,118.28,2008,2,9,26,g156,1.401
MDL08,Merredin,-31.48,118.28,2008,1,5,7,g156,1.439
MDL08,Merredin,-31.48,118.28,2008,1,3,25,g140,2.061
MDL08,Merredin,-31.48,118.28,2008,2,12,7,g140,1.587
MDL08,Merredin,-31.48,118.28,2008,2,11,24,g137,1.262
MDL08,Merredin,-31.48,118.28,2008,1,1,13,g137,1.428
MDL08,Merredin,-31.48,118.28,2008,2,7,5,g025,1.484
MDL08,Merredin,-31.48,118.28,2008,1,1,1,g025,1.788
MDL08,Merredin,-31.48,118.28,2008,1,4,17,g093,1.499
MDL08,Merredin,-31.48,118.28,2008,2,12,13,g093,1.401
MDL08,Merredin,-31.48,118.28,2008,1,1,27,g005,2.483
MDL08,Merredin,-31.48,118.28,2008,2,9,1,g005,1.5
MDL08,Merredin,-31.48,118.28,2008,1,2,24,g052,2.209
MDL08,Merredin,-31.48,118.28,2008,2,12,16,g052,1.603
MDL08,Merredin,-31.48,118.28,2008,2,7,10,g157,1.768
MDL08,Merredin,-31.48,118.28,2008,1,5,5,g157,1.25
MDL08,Merredin,-31.48,118.28,2008,1,1,6,g055,1.692
MDL08,Merredin,-31.48,118.28,2008,2,11,11,g055,1.664
MDL08,Merredin,-31.48,118.28,2008,1,6,17,g158,1.051
MDL08,Merredin,-31.48,118.28,2008,2,12,2,g158,1.391
MDL08,Merredin,-31.48,118.28,2008,2,10,26,g084,1.045
MDL08,Merredin,-31.48,118.28,2008,1,3,20,g084,1.591
MDL08,Merredin,-31.48,118.28,2008,1,5,8,g126,1.647
MDL08,Merredin,-31.48,118.28,2008,2,10,14,g126,1.581
MDL08,Merredin,-31.48,118.28,2008,2,9,11,g074,1.74
MDL08,Merredin,-31.48,118.28,2008,1,4,19,g074,1.475
MDL08,Merredin,-31.48,118.28,2008,2,7,25,g060,1.228
MDL08,Merredin,-31.48,118.28,2008,1,3,5,g060,1.751
MDL08,Merredin,-31.48,118.28,2008,1,6,10,g127,1.544
MDL08,Merredin,-31.48,118.28,2008,2,12,8,g127,1.48
MDL08,Merredin,-31.48,118.28,2008,2,7,18,g015,1.111
MDL08,Merredin,-31.48,118.28,2008,1,6,2,g015,1.284
MDL08,Merredin,-31.48,118.28,2008,2,8,6,g153,1.093
